ID;type;length;Replicate;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F1415;F1617;F18
sll1988-5UTR(Kopf);feature;33;1;0;0;0;0;0;1;6.5;6.17;8.67;3.58;1.67;1.58;1.83;0.5;0;0
sll1994;feature;984;1;0;0;4;3;9;33;60;22;21;23;16;8;8;2;6;0
sll1994a;feature;99;1;0;0;0.5;0.5;8.5;24.33;36.83;13;5.5;5.83;3;2.67;1;0;0;0
sll1995;feature;930;1;0;0;0;1;0;9;12;1;6;12;5;5;0;0;0.5;0
sll1997;feature;468;1;0;0;0;0;0;0.26;0.09;0.75;3.05;0.57;0.17;0.09;0;0.18;0;0
sll1997-5UTR(Kopf);feature;522;1;0;0;0;0;0;0;2;0.19;9.06;0.11;2;0;0;0;0;0
sll1998;feature;849;1;0.58;0.83;0.25;1.79;8.12;13.08;28.8;34.03;26.96;23.43;15.92;28.05;15.92;20.63;21.29;24.17
sll1999;feature;519;1;0;0;0;0;0;0.63;0.2;1.91;4.7;2.79;1.72;0.26;0.17;0;0;0
sll2001;feature;1479;1;0;0;0;1;9;12.5;22;22;13;16;8;9.5;8;0;2;0
sll2001-5UTR(Kopf);feature;32;1;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0
sll2001-as;feature;142;1;0;0;0;0;0;0;2;0;2;0;1;0;0;0;0;0
sll2002;feature;879;1;0;0;0;0;2;5;5;5;2;1;2;0;2;0;2;0
sll2002-3UTR(Kopf);feature;532;1;0;0;0;0;0;2.5;7;2;5.5;1;0;3;2;0;0;0
sll2002-5UTR(Kopf);feature;41;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sll2002-as;feature;93;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sll2003;feature;1554;1;0;0;6;0.5;4;8;25;30;13;11;3;9;0;0;0;2
sll2003-5UTR(Kopf);feature;36;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
sll2003-as;feature;51;1;0;0;0;0;0;0;0;0;0;1;1;0;1;2;0;0
sll2005;feature;3237;1;0;0;4;5;13;55;79;50;24;26;19;13;6;4;2;2
sll2006;feature;357;1;0;0;0;0;0;2;5;1;6;2;0;0;0;0;0;0
sll2006-as;feature;126;1;0;0;0;0;0;3;7;0;7;0;0;1;2;0;0;0
sll2007;feature;417;1;0;0;0;0;0;3;8;4;6;2;0;0;0;0;0;0
sll2008;feature;1293;1;0;0;4;5;14.5;95;212;87;50.5;68;56;35;16;12;6;2
sll2008-5UTR(Kopf);feature;11;1;0;0;0;0;0.5;5;5;2;1.5;3;3;2;0;0;0;0
sll2009;feature;1308;1;0;0;2;1;14.5;32;82;36;28;32.5;12;5;11;0;4;0
sll2010;feature;1359;1;0;0;0;0;0;6;16;7;3;2;0;8;2;2;0;0
sll2010-5UTR(Kopf);feature;71;1;0;0;0;0;0;0;3;3;2;0;0;0;0;0;0;0.33
sll2010-as;feature;121;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0
sll2011;feature;627;1;0;0;2;0;2;4;4;0;1;2;0;4;0;0;0;0
sll2012;feature;957;1;0;0;0.5;2;0;21.5;31;16;20;6;10;9;4;10;3;2
sll2013;feature;588;1;0;0;0;0;0;6;6;7;2;1;2;2;0;0;0;0
sll2013-as;feature;29;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sll2014;feature;714;1;0;0;0;0;0;5;9.5;2.33;2;7;0;2.5;2;0;0;0
sll2015;feature;615;1;0;0;0;0;0.5;10.5;15;8.83;9.5;3;3;0;3;2;0;0
sll2015-3UTR(Kopf);feature;68;1;0;0;0;0;0.5;1.5;4;2;0;0;0;0;0;0;0;0
sll2015-5UTR(Kopf);feature;34;1;0;0;0;0;0;0;0.5;0.83;0.5;0;0;0.5;1;0;0;0
sll5002;feature;348;1;1;0;0;0;0;0;3.5;0;2;0;0;1.5;0;0;0;0
sll5002-5UTR(Kopf);feature;61;1;0;0;0;0;0;0;0.5;0;1;0;0;0.5;0;0;0;0
sll5003;feature;405;1;0;1;0;0;0;4.5;1;3;2;3;0;1;0;0;0;0
sll5004;feature;312;1;0;0;0;0;0;2.5;0;0;0;0;2;2;0;0;0;0
sll5004-5UTR(Kopf);feature;21;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
sll5006;feature;555;1;0;0;0;1;2;1;1.5;4.5;0;2.5;2;0;0.5;0;0;0
sll5006-3UTR(Kopf);feature;422;1;0;0;0;1;1.5;1;4.5;7.5;3;4;2;0;1.5;0;2;0
sll5006-5UTR(Kopf);feature;43;1;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0
sll5014;feature;957;1;0;0;0;1;0;1;3;6.5;8;3;0;0;0;0;0;0
sll5026;feature;2073;1;0;0;0;0;1;0;7;8.33;8;2;1;0;0;2;2;0
sll5028;feature;312;1;0;0;0;1;3.5;5;7.5;4;2;1;0;0;0;0;0;0
sll5028-5UTR(Kopf);feature;243;1;0;0;0;0;9.5;20;34.5;16;10;6;2;2;0;0;0;0
sll5030;feature;822;1;0;0;0;0;0;5;17;3.5;9;10;3;7;2;0;0;0
sll5032;feature;351;1;0;0;0;0;3;9;6;5;1;1;1;3.5;2;4;6;0
sll5033;feature;540;1;0;0;0;0;0;0;9.5;3;6;0;0;4;0;0;0;0
sll5034;feature;624;1;0;0;0;0;4;14;18.5;3;1;3;0;2;0;0;0;0
sll5035;feature;339;1;0;0;2;0;2;7;6.5;2.5;0;4;0;0;0;2;0;0
sll5036;feature;1287;1;0;0;0;1;18.5;60.5;118.5;49;31;34.5;17;18;18.5;10;12;2
sll5036-5UTR(Kopf);feature;52;1;0;0;0;0;1.5;1.5;2;0.5;1;0.5;4;1;2.5;2;2;2
sll5041;feature;549;1;0;0;0;0;2;1;0;5.5;1.5;0;0.5;0;0;0;0;0
sll5041-5UTR(Kopf);feature;113;1;0;0;1;0;2.5;4;3;3.5;0.5;0;0.5;0;0;0;2;0
sll5042;feature;843;1;0;0;0;0;0;0;3;3;0.5;0;0;0;0;0;0;0
sll5042-3UTR(Kopf);feature;91;1;0;0;0;0;1.5;2;1;1;0.5;0;0;0;0;0;0;0
sll5042-5UTR(Kopf);feature;95;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sll5043;feature;987;1;0;0;0;0;0;3;0;2;6;1;2;2;0;1;0;0
sll5044;feature;642;1;0;0;0;0;0;0;0;3;1;5;0;0;0;0;0;0
sll5046;feature;951;1;0;0;0;1;2;7;9;6;9;0;2;10;1;2;2.5;1
sll5046-5UTR(Kopf);feature;41;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0.5;0
sll5047;feature;1518;1;0;0;1;2;3;8;8;5;4;1;0;4;4;0;0;0
sll5047-5UTR(Kopf);feature;63;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
sll5048;feature;1089;1;0;0;0;0;1;3.33;13.33;8;4;10;12;10.67;0;1;0;0
sll5048-5UTR(Kopf);feature;482;1;0;0;1;0.5;0.5;5.83;8.33;6.5;2;3;3;1.17;2;0;0;0
sll5049;feature;1344;1;0;0;1;0.5;4.5;10.17;13.33;11.5;9;5;3;6.17;2;0;0;0
sll5049-5UTR(Kopf);feature;473;1;0;0;0;0;0;0.33;1;1.5;2;0;1;0;0;1;0;0
sll5050;feature;1326;1;0;0;0;0;0;4.33;11;6.5;4;0;1;0;0;1;0;0
sll5052;feature;2223;1;0;0;1;0;0;4;2;6;5;6;4;0;0;0;0;0
sll5052-5UTR(Kopf);feature;83;1;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0
sll5057;feature;954;1;0;0;0;0;1;6.5;17;7.5;6;2;0;0;0;2;4;2
sll5057-3UTR(Kopf);feature;779;1;0;0;0;0;0;8.5;11.33;17.5;3.5;4;0;4.5;4;0;0;0
sll5057-5UTR(Kopf);feature;71;1;0;0;0;0;1;0.5;3;2;1.5;0;0;0;0;0;0;0
sll5059;feature;909;1;0;0;0;0;0;6;4;9;3;1;0;0;0;0;0;0
sll5059-3UTR(Kopf);feature;61;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sll5059-5UTR(Kopf);feature;269;1;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0
sll5060;feature;3630;1;0;1;0;0.5;6;14;21;17;6;3;3;0;2;0;0;1
sll5061;feature;378;1;0;0;0;0;1;2;2;5;4.5;0;0;0;0;0;0;0
sll5061-5UTR(Kopf);feature;110;1;0;0;0;0;0;0;1;0;1.5;0;0;0;0;0;0;0
sll5062;feature;456;1;0;0;0;0;0.5;2;0.5;0;0;2;0;3.5;3;0;0;0
sll5063;feature;654;1;0;0;1;0;3;4;18.5;5;4;1.5;4;0.5;2;0;0;0
sll5063-5UTR(Kopf);feature;331;1;0;0;5;2;18.5;50;88;44;12;14.5;7;7;4;2;2;0
sll5066;feature;615;1;0;0;0;0;1;4;3;2;2;0;0;0;0;0;0;0
sll5067;feature;525;1;0;0;0;0;0;0;3;2;1;0;0;1;0;0;0;0
sll5069;feature;1476;1;0;0;0;0;4;11;21.5;14;6;4;3;0;2;0;0;0
sll5069-5UTR(Kopf);feature;612;1;0;0;0;0;0.5;1;3;3.5;6;0;0;0;0;0;0;0
sll5072;feature;309;1;0;0;0;0;0;0;0;1;0;0;0;0.33;0;0;0;0
sll5075;feature;420;1;0;0;0;0;0;1;1;2;0;1;0.5;0;0;0;0;0
sll5075-3UTR(Kopf);feature;207;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0
sll5075-5UTR(Kopf);feature;106;1;0;0;0;0;0;1;0;0;0;0;0.5;0;0;0;0;0
sll5076;feature;546;1;0;0;0;0;0;0;0;2;3.5;0;0;0;0;2;0;0
sll5076-5UTR(Kopf);feature;946;1;0;0;0;0;0;2;4.33;0.33;5;1;0;0;0;0;0;0
sll5079;feature;819;1;0;0;2;2;0;11;18;3.5;2.5;0;0;2;0;0;0;0
sll5080;feature;825;1;0;0;0;4;11;36.5;78;34.5;20;15;14;8;3;3;0.5;0
sll5080-5UTR(Kopf);feature;116;1;0;0;0;0;0;1.5;5;9;3.5;0;2;0;0;0;0.5;0
sll5081;feature;789;1;0;0;0;3;0;0;0;5;5;0;2;0;0;0;0;0
sll5083;feature;1878;1;0;0;0;2;4;0;2;5;5.5;1;0;2;0;0;0;0
sll5083-3UTR(Kopf);feature;134;1;0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0
sll5083-5UTR(Kopf);feature;111;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
sll5084;feature;717;1;0;0;0;0;0;2;5;3;7;0;0;0;0;0;0;0
sll5086;feature;1431;1;0;0;0;0;1;0;0;7;3;0;1;0;0;0;0;0
sll5089;feature;768;1;0;0;0;0;2.5;0;6;1.33;4;4.5;2;5.5;2;0;0;0
sll5090;feature;555;1;0;1;0;0;1.33;0;0;2.67;5.33;6.17;0;0.5;0;0;0;0
sll5094;feature;432;1;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0
sll5097;feature;1005;1;0;0;0;0;2;3;11;5.5;8.5;4.5;2;0;0;0;1;0
sll5104;feature;435;1;0;0;0.25;0;0;2;1.75;5.42;2.5;3.08;0.5;0;0;0;0;0
sll5104-5UTR(Kopf);feature;23;1;0;0;0.25;0;0;0;0;0.25;0;0.25;0;0;0;0;0;0
sll5107;feature;417;1;0;0;1;1;0;0;3.5;1;3;0;0;0;1;0;0.5;0
sll5109;feature;1491;1;0;0;1;2;4;10;11;10;9;4;3;2;0;0;0;0
sll5122;feature;1263;1;0;0;0;0;2;3;1;0;1;0;3;3;0;2;0;0
sll5123;feature;435;1;0;0;0;0;0;1;8;8;1;2;0.5;0;1;0;0;0
sll5123-5UTR(Kopf);feature;20;1;0;0;0;0;0;0;0;0;2;0;0.5;0;1;0;0;0
sll5128;feature;1038;1;0;0;0;0;0.5;10;22;8;9;2;4;0;0;1.5;0;0
sll5128-5UTR(Kopf);feature;82;1;0;0;0;0;0.5;1;0;1.5;0;0;0;0;0;0.5;0;0
sll5130;feature;408;1;0;0;0;0;0;1;0;2.5;4;0;0;0;0;0;0;0
sll5131;feature;1017;1;0;0;0;0;0;0.89;0.58;3.17;6.86;4.46;2.18;0.35;0.17;0.18;0;0
sll5132;feature;27;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sll6010;feature;666;1;0;0;0;0.83;1;0.5;3;2.75;4;0.75;1;0;0;0;0;0
sll6010-3UTR(Kopf);feature;58;1;0;0;0;0;0;2.5;1;3;1.5;0;0;0;0;0;0;0
sll6010-5UTR(Kopf);feature;6;1;0;0;0;0;0;0;0.5;0.25;0;0.25;0;0;0;0;0;0
sll6017;feature;771;1;0;0;0;0;4.08;11.5;20.5;7.08;7.58;2.25;2.5;6.5;4.5;4;1.25;0
sll6017-3UTR(Kopf);feature;406;1;0;0;0;0;0.83;3.5;4.5;6.75;3.5;1.25;0;0;0;0;0.25;0
sll6036;feature;606;1;0;0;0;0;1;1;1.5;1;5;0;0.5;0;0;0;0;0
sll6052;feature;396;1;0;0;0;0;3;1.5;1;7;6;0;2;2.5;0;0;0;0
sll6053;feature;1416;1;0;0;4;4;16.5;53;77;44;30.5;29;23.5;20;21;2;10.5;0
sll6054;feature;384;1;0;0;0;0;3.5;11;20;18.5;6.5;4;8.5;5;6;5.5;7.5;0
sll6055;feature;459;1;0;0;0;0.5;1.5;14.5;37.5;12.5;23;8;10.5;13.5;7.5;12.5;12;0
sll6055-5UTR(Kopf);feature;48;1;0;0;0;0.5;0;0;0.5;2;0;0;0.5;0;1.5;0;0;0
sll6059;feature;567;1;0;0;0;1;0;0;11;5.5;10;0;2;0;0;2;0;0
sll6059-5UTR(Kopf);feature;36;1;0;0;0;0;0;0;2;1.5;0;0;1;0;0;0;0;0
sll6060;feature;534;1;0;1;0;0;0;3;7;10;6;0.5;1;0;0;0;0;0
sll6069;feature;666;1;0;0;0;0.83;1;0.5;3;2.75;4;0.75;1;0;0;0;0;0
sll6069-3UTR(Kopf);feature;58;1;0;0;0;0;0;2.5;1;3;1.5;0;0;0;0;0;0;0
sll6069-5UTR(Kopf);feature;6;1;0;0;0;0;0;0;0.5;0.25;0;0.25;0;0;0;0;0;0
sll6076;feature;771;1;0;0;0;0;4.08;11.5;20.5;7.08;7.58;2.25;2.5;6.5;4.5;4;1.25;0
sll6076-3UTR(Kopf);feature;406;1;0;0;0;0;0.83;3.5;4.5;6.75;3.5;1.25;0;0;0;0;0.25;0
sll6093;feature;597;1;0;0;0;3;1;6;8.5;14.5;3;1;2;0;2;0;4;0
sll6093-5UTR(Kopf);feature;58;1;0;0;0;0;0;0;0;3.5;0;0;0;0;0;0;0;0
sll6098;feature;1077;1;0;0;0;0;2;11;20;14;16;3.5;3;8;0;0.5;2;0
sll6098-3UTR(Kopf);feature;686;1;0;0;1;0;0;6;1;2;2;2;0;0;0;3.5;0;0
sll6098-5UTR(Kopf);feature;1857;1;0;0;0;0;2;9;7;12;6;0.5;1;0;0;0;0;0
sll6109;feature;564;1;0;0;0;0;2;8.5;8;7;1.33;6;4;1;1;0;0;0
sll6109-3UTR(Kopf);feature;314;1;0;0;0;0;0;0;3;3.5;0;0;0;0;0;0;0;0
sll6109-5UTR(Kopf);feature;36;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
sll7001;feature;309;1;0;0;0;0;0;0;0;5;3;0;0.5;0;0;0;0.33;0
sll7002;feature;582;1;0;0;0;0;0.25;0.33;2.33;17.17;15.33;5.5;4;6;0;0;0;0
sll7003;feature;429;1;0;0;0;0;3;16.5;31.5;19;12;7.5;4;0;0;0;0;0
sll7006;feature;324;1;0;0;0;0;0;2;1;2;7;0;1;0;0;0;0;0
sll7009;feature;945;1;0;0;0;0;1;0;1;5;4;0;0;0;0;0;0;0
sll7027;feature;585;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
sll7027-5UTR(Kopf);feature;848;1;0;0;0;0;0;1;4;7.5;2.5;2;1;0;1;0;0;0
sll7028;feature;1257;1;0;0;0;1;0;8;9;14.5;6.5;4;0;4;5;8;4;1
sll7029;feature;1026;1;0;0;0;0;2;4;1;5;3;3;2;0;0;0;0;0
sll7029-5UTR(Kopf);feature;164;1;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0
sll7030;feature;504;1;0;0;0;0;0;0;2;1;1;0;0;0;2;0;0;0
sll7031;feature;303;1;0;0;0;0;0;0;4;1;2;0;0;2;3;0;0;1.5
sll7031-5UTR(Kopf);feature;25;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.5
sll7033;feature;342;1;0;0;0;0;2;0;0;2.5;0;2;0;0;0;0;0;0
sll7034;feature;333;1;0;0;0;0;0;11;18;5.5;2;2;2;0;0;0;0;0
sll7034-5UTR(Kopf);feature;19;1;0;0;0;0;0;0;2;2;1;2;0;0;0;0;0;0
sll7043;feature;585;1;0;0;0;0;0;1;0;4;1;0;0;0;0.5;1;0;0
sll7044;feature;582;1;0;0;1;0;0;5;6.5;5;4.5;5;0;1;0;0;0;0
sll7044-5UTR(Kopf);feature;162;1;0;0;0;0;0;2;0.5;2;1.5;0;0;1;0;0;0;0
sll7047;feature;732;1;0;0;0;3;16.67;67.17;124.67;62.33;31.67;41;20.5;12;8.5;1;0;0
sll7047-3UTR(Kopf);feature;44;1;0;0;0;1;2;2;11.5;4.5;1.5;3;3;0;0;1;0;0
sll7047-5UTR(Kopf);feature;91;1;0;0;0;0;0.67;1.17;8.67;3.33;4.17;1;0.5;0;0.5;0;0;0
sll7050;feature;594;1;0;0;0.5;0;0;6.5;5;0;3;1;2;2.5;0;0;0;0
sll7050-3UTR(Kopf);feature;563;1;0;0;4.5;0;2;14.5;11;10;8;5;3;4;0;0;1;0
sll7055;feature;543;1;0;0;0;0;0;9;5;1;4;0;0;4;2;0;0;0
sll7056;feature;378;1;0;0;1;0;0;0;1;2.5;0;1.5;0;0;0;0;0;0
sll7056-5UTR(Kopf);feature;604;1;0;0;0;2;5;7;5.5;4.5;3;1.5;0;0;0;0;0;0
sll7062;feature;1116;1;0;0;0;0;2;16;20;13;11;5;0;6;2;0;4;0
sll7063;feature;2388;1;0;0;0;0;18.5;74.5;122.5;33;20.5;26.5;6;8;2;3;6.5;0
sll7064;feature;582;1;0;0;0;0;8;18;28.5;9.5;6.5;12;1;3;2;4;1.5;0
sll7065;feature;1569;1;0;0;1.5;1;10;45.5;66.5;28;19.5;12.5;1;6;2;0;2;0
sll7066;feature;2376;1;0;0;3;1;6;39;80.5;52;22;15;6;12;4;4;4;0
sll7067;feature;1677;1;0;0;0.33;1;2;3;10;15.5;5.5;2;2;0;2;1;0;0
sll7067-5UTR(Kopf);feature;124;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
sll7069;feature;315;1;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0
sll7070;feature;375;1;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0
sll7075;feature;1041;1;0;0;1.5;1;6.5;5;11.5;9.5;7.5;1.5;0;2;0;2;0;0
sll7075-5UTR(Kopf);feature;73;1;0;0;3.5;3;3.5;5;13.5;2.5;1.5;1.5;0;0;0;0;0;0
sll7077;feature;582;1;0;0;0;0;0.33;1;1.5;0;1;0;2;0;2;0;0;0
sll7078;feature;1446;1;0;0;0;0;0;1;5.5;10;7;3;0;0;0;0;0;0
sll7085;feature;1731;1;0;0;0;1;2;29;58;20;11;13;9;13;6;0;0;2
sll7086;feature;396;1;0;0;0;0;0;4;11;1;9;2;0;0;0;0;0;0
sll7087;feature;807;1;0;0;2;0;8.5;40;101;27;15;16;5.5;4;4;2;0;0
sll7087-5UTR(Kopf);feature;28;1;0;0;0;0;0.5;1;1;1.5;0;0;0.5;0;0;0;0;0
sll7089;feature;1113;1;0;0;0;3;17;55;77;43;20;28;18;15;4;1;6;0
sll7090;feature;2940;1;0;0;0;1;11;18;41;12;15;11;6;3;0;1;2.5;0
sll7090-5UTR(Kopf);feature;65;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1.5;0
sll7103;feature;387;1;0;0;0;0;0;0;1;1;4;0;0;0;0;0;0;0
sll7106;feature;85;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
sll8001;feature;1047;1;0;0;0;0;3;12.33;8;6.67;5;4;0.67;3;0;0;0;0
sll8001-3UTR(Kopf);feature;851;1;0;0;0;0;0.5;3;10;3.5;2;1.5;0;0;0;0;1;0
sll8001-5UTR(Kopf);feature;99;1;0;0;0;0;0;0.33;0;1.17;1.5;0;0.67;1;0;0;0;0
sll8002;feature;639;1;0;0;0;0;4;9.33;16;8.67;12.5;12;2.67;3;2;0;4;0
sll8004;feature;558;1;0;0;1;0;4.5;8;11;3;1.5;3;2;6;7.5;3.5;10;0
sll8006;feature;1395;1;0;0;0;3;1;16.5;21.5;5;7;10;0;2;1;0.5;1;2
sll8007;feature;351;1;0;0;0;2;3.5;20.17;23.67;6.33;10;10;5;0.67;1.67;0.5;1;0
sll8007-5UTR(Kopf);feature;159;1;0;0;0;1;7.5;19.67;46.67;12.83;6;7;3;5.17;8.17;0.5;0.5;0
sll8009;feature;1500;1;0;0;0;0;0;2;2;3.5;11;0;3.5;2;2;0;0;0
sll8011;feature;375;1;0;0;0;0;0;0;4;0;6;2;0;0;2;0;0;0
sll8012;feature;417;1;0;0;0;0;4;3;6.5;7;0;2;2;5;0;0;0;0
sll8012-5UTR(Kopf);feature;30;1;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;0;0
sll8017;feature;534;1;0;0;3;0;2;7;22;4;0;4;0;2;0;0;0;0
sll8018;feature;1593;1;0;0;0;0;0;2;8;9;9.5;4;2;0;0;0;0;0
sll8018-5UTR(Kopf);feature;242;1;0;0;0;0;10;22;29;6;6.5;4;0;0;0;0;0;0
sll8019;feature;1728;1;0;0;1;0;1;1.5;2;16;11;4;4;0;1;0;0;0
sll8019-5UTR(Kopf);feature;218;1;0;0;0;0;6;4;4;4;3;4;2;3;0;0;2;0
sll8020;feature;723;1;0;0;0;0;3;1;1.5;1;4.5;0;2;0;0;0;0;0
sll8020-5UTR(Kopf);feature;3;1;0;0;0;0;0;0;0.5;0;0.5;0;0;0;0;0;0;0
sll8025;feature;516;1;0;0;0.5;0;0;0;2;1;0;0;0;0;0;0;0;0
sll8027;feature;426;1;0;0;0;0;1;5;7.5;4;5.5;0;0;0;2;0;0;0
sll8032;feature;342;1;0;0;0;0;0;4;2;1.5;2;1;0;0;1;0;0;0
sll8033;feature;399;1;0;0;0;0;0;0;3;1.5;4;0;0;0;0;0;0;0
sll8034;feature;1035;1;0;0;0;0;0;1;7;2.5;6;2;0;3;0;2;0;0
sll8035;feature;504;1;0;0;0;0;0;0;2;1.5;0;1;0;4;0;0;0;0
sll8040;feature;750;1;0;0;0;0;0;1;2;6.5;6;0.5;0;0;0;0;0;0
sll8042;feature;495;1;0;0;0;0.05;0.41;1;1.83;3.72;4.11;0.84;0.6;0.45;0;0.21;0.11;0
sll8043;feature;360;1;0;0;0;0.05;0.04;1.17;1.04;7.9;8.58;2.2;1.38;0;0.2;0;0;0
sll8043-5UTR(Kopf);feature;29;1;0;0;0;0;0;0.05;0.16;1.32;0.83;1.55;0.25;0;0;0;0;0
sll8048;feature;711;1;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0
sll8048-3UTR(Kopf);feature;1201;1;0;0.2;0.27;0.21;0.38;0.98;0.63;6.68;5.8;1.84;0.29;0.08;2;0;0;0
sll8048-5UTR(Kopf);feature;1414;1;0;0;1;1;0;12;14;9;16;1;5;0;2;0;0;1
sll8049;feature;1914;1;0;0;0;2;1.5;12.5;15;9.5;6;1.5;3;2;0;0;1;1
sllt43;feature;40;1;0.33;2.17;27.58;67.33;369.46;1421.89;3783.81;2891.58;1709.89;1462.95;584.18;278.6;106.93;16.2;45.87;7.47
slr0001;feature;483;1;0;0;0;2;13;51;113;59;40;11.5;9.5;10;15;4;7;0
slr0001-3UTR(Kopf);feature;267;1;0;0;0;1;2.5;11;39;9;14;3.5;7.5;4;3;0;1;0
slr0001-5UTR(Kopf);feature;42;1;0;0;0;0;0;2;1;1;1;2;0;2;2;0;0;0
slr0006;feature;654;1;1;2;2;3;64;235;481.5;286;164;129.5;82;104.5;46;20;13.5;1
slr0006-5UTR(Kopf);feature;20;1;0;0;0;0;0;0;5.5;2;0;3.5;0;1.5;1;0;2.5;0
slr0007;feature;762;1;0;0;0;0;17;110;296.5;168;114.33;115.5;85.5;104;44;18;19;2
slr0007-as;feature;55;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
slr0008;feature;1284;1;0;0;0.5;0;6.5;55.5;189.5;51;61.33;41.5;41.5;46.5;23.5;14;10;2.5
slr0008-3UTR(Kopf);feature;123;1;0;0;0;0;0;1;3.5;1;1;0.5;1;0;2;0;0;0
slr0008-5UTR(Kopf);feature;56;1;0;0;0.5;0;0.5;7.5;32.5;14;19.33;10;7;9.5;1.5;3;2;1.5
slr0009;feature;1413;1;0;12;108.5;251;1264.5;4228;9181;4329.5;2802;2648.5;1854.5;1965;938;394;451;32.5
slr0009-3UTR(Kopf);feature;83;1;0;0;7;38;131;534;1172;537.5;278.5;244.5;159.5;127.5;67;20.5;24;1.5
slr0009-5UTR(Kopf);feature;156;1;0;0;4.5;2;22;126.5;293.5;105;76.5;101;91;83.5;58.5;28;48;1
slr0011;feature;411;1;2;1;34;78.5;244.5;1001;2782;1298.5;828.5;712.5;383.5;398;186;72;65;21
slr0011-5UTR(Kopf);feature;120;1;0;0;6;18.5;164.5;684;1512.5;668.5;292.5;219;124.5;105.5;53.5;17.5;16;3.5
slr0012;feature;342;1;0;1;14;22;183.5;666.5;1359.5;459;275;238;203;163.5;65;30;11;5.5
slr0012-as;feature;59;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
slr0013;feature;528;1;0;0;0;2;2;8;16;7;13;4.5;4.5;4.5;0;0;0;0
slr0013-3UTR(Kopf);feature;73;1;0;0;0;0;0;0;0.33;0.67;0;0;0.83;1.5;1;0;0;0
slr0013-5UTR(Kopf);feature;60;1;0;0;0;0;0;0;2;3;0;2.5;1.5;0;0;0;0;0
slr0014;feature;705;1;0;0;2;2;2;7.5;14.33;4.17;8;4;3.33;0;0;3;0;0
slr0014-5UTR(Kopf);feature;24;1;0;0;0;0;0;0.5;2.33;1.17;1;1;0.83;0;1;1;0;0
slr0015;feature;1185;1;0;0;0;0;2;7;28;4.5;9.5;3;8;9.5;3;0;0;0
slr0015-3UTR(Kopf);feature;2;1;0;0;0;0;0;0;1;0.5;1.5;0;0;0.5;0;0;0;0
slr0015-5UTR(Kopf);feature;123;1;0;0;0;0;0;0;0;1.33;1;0;0;0;0;0;0;0
slr0016;feature;549;1;0;0;0;0;0;3;6.5;5.5;9.5;1;2.5;6;0;0;0;0
slr0016-5UTR(Kopf);feature;59;1;0;0;0;0;0;0;0.5;0.5;0;2;0.5;0;0;0;0;0
slr0017;feature;1317;1;0;0;13;18;65;248;510.5;258;186;191;125;129;51;36;34;2
slr0018;feature;1401;1;0;0;0;0;0;3;11;8;4;9;2;0;0;1;0;2
slr0019;feature;2679;1;0;0;0;0;5;10;9;10;0;2;2;4;0;0;0;0
slr0020;feature;2496;1;0;0;0;2;3;8;13;20;14;9;2;2;1.5;1.5;0;0
slr0020-5UTR(Kopf);feature;18;1;0;0;0;0;0;0;0;0;1;1;0;0;0.5;0.5;0;0
slr0021;feature;834;1;0;0;1;2;4;3;10.5;3;8;4;4;0;1;0;2;0
slr0021-3UTR(Kopf);feature;268;1;0;0;0;2;5;13;33;31;24;9;4;4;4;5;0;0
