,ID,Repl1_F1,Repl1_F2,Repl1_F3,Repl1_F4,Repl1_F5,Repl1_F6,Repl1_F7,Repl1_F8,Repl1_F9,Repl1_F10,Repl1_F11,Repl1_F12,Repl1_F13,Repl1_F1415,Repl1_F1617,Repl1_F18,Repl2_F1,Repl2_F2,Repl2_F3,Repl2_F4,Repl2_F5,Repl2_F6,Repl2_F7,Repl2_F8,Repl2_F9,Repl2_F10,Repl2_F11,Repl2_F12,Repl2_F13,Repl2_F1415,Repl2_F1617,Repl2_F18,Repl3_F1,Repl3_F2,Repl3_F3,Repl3_F4,Repl3_F5,Repl3_F6,Repl3_F7,Repl3_F8,Repl3_F9,Repl3_F10,Repl3_F11,Repl3_F12,Repl3_F13,Repl3_F1415,Repl3_F1617,Repl3_F18,Average_F1,Average_F2,Average_F3,Average_F4,Average_F5,Average_F6,Average_F7,Average_F8,Average_F9,Average_F10,Average_F11,Average_F12,Average_F13,Average_F1415,Average_F1617,Average_F18,SpCorAv,Average_Sum_readcount,Feature_subtype
4119,ssr0755,0,0,0,0,0,0.174513617,0.418866848,0.080983548,0.218730069,0,0,0.106905918,0,0,0,0,0,0,0,0.13463968,0,0.27165401,0.279605408,0.141230411,0.151910217,0.020960274,0,0,0,0,0,0,0,0,0,0,0,0.286766537,0.247134349,0.094560487,0,0.067873199,0.0857198,0.030583917,0,0.04909089,0.138270822,0,0.00E+00,0.00E+00,0.00E+00,4.49E-02,0.00E+00,2.44E-01,3.15E-01,1.06E-01,1.24E-01,2.96E-02,2.86E-02,4.58E-02,0.00E+00,1.64E-02,4.61E-02,0.00E+00,0.554943554,3.314379533,mRNA
4120,ssr0759,0,0,0,0,0.254592092,0.283296781,0.154538123,0.059756677,0.073362724,0.054244289,0,0,0,0,0.120209314,0,0,0,0.027040559,0.238929198,0.042562082,0.150647627,0.134382847,0.109648434,0.143212881,0.055793598,0.065687846,0.023464703,0.008630224,0,0,0,0,0,0.098628059,0.048539118,0.13185825,0.160426658,0.165906127,0.015870077,0.03326131,0.145806743,0.138108911,0.061594747,0,0,0,0,0.00E+00,0.00E+00,4.19E-02,9.58E-02,1.43E-01,1.98E-01,1.52E-01,6.18E-02,8.33E-02,8.53E-02,6.79E-02,2.84E-02,2.88E-03,0.00E+00,4.01E-02,0.00E+00,0.563518418,5.47371705,mRNA
4121,ssr0817,0,0,0,0,0,0.037044278,0.01852365,0.193966189,0.496802853,0.117035459,0.079894856,0.056732716,0,0,0,0,0,0,0.004152978,0.3244379,0.010106936,0.003523937,0.021982324,0.025537836,0.258089173,0.256409779,0.063616103,0.02400676,0.008136274,0,0,0,0,0,0.019349985,0.079653024,0,0,0.024200274,0.013889549,0.089757125,0.369173452,0.128805739,0.136005255,0.083884001,0.004506707,0.050774889,0,0.00E+00,0.00E+00,7.83E-03,1.35E-01,3.37E-03,1.35E-02,2.16E-02,7.78E-02,2.82E-01,2.48E-01,9.08E-02,7.22E-02,3.07E-02,1.50E-03,1.69E-02,0.00E+00,0.63240421,10.68959809,mRNA
4122,ssr1038,0,0,0,0,0.094847013,0.260425355,0.304996676,0.112635381,0.083944958,0.082998947,0.020616968,0.020991434,0.003467524,0.015075745,0,0,0,0,0.001743725,0,0.041169589,0.285609095,0.367961151,0.078788241,0.094524593,0.032380928,0.044477127,0.033288954,0,0.020056596,0,0,0,0,0,0,0.087135609,0.141352547,0.423923529,0.192268802,0.009768889,0.088323732,0.010140691,0.018090456,0.014477059,0.014518686,0,0,0.00E+00,0.00E+00,5.81E-04,0.00E+00,7.44E-02,2.29E-01,3.66E-01,1.28E-01,6.27E-02,6.79E-02,2.51E-02,2.41E-02,5.98E-03,1.66E-02,0.00E+00,0.00E+00,0.884754522,18.55438547,mRNA
4123,ssr1038-3UTR(Kopf),0.001502998,0.016784202,0,0,0.134292556,0.294339188,0.2943632,0.048156361,0.090294077,0.053649086,0.010478919,0.026006292,0.011455776,0.018677344,0,0,0,0.004140876,0.010007214,0,0.189017325,0.351237072,0.172151377,0.034781888,0.07482417,0.082592739,0.027348597,0.03473542,0.019163323,0,0,0,0,0.002539695,0.007655977,0,0.173156312,0.224717182,0.203343465,0.125043549,0.009706392,0.087758678,0.100758157,0.026962083,0.03835851,0,0,0,5.01E-04,7.82E-03,5.89E-03,0.00E+00,1.65E-01,2.90E-01,2.23E-01,6.93E-02,5.83E-02,7.47E-02,4.62E-02,2.92E-02,2.30E-02,6.23E-03,0.00E+00,0.00E+00,0.866530414,6.99070996,3UTR
4124,ssr1038-5UTR(Kopf),0,0,0.006919941,0,0.034513257,0.226935973,0.301151146,0.121511877,0.099452678,0.142474378,0.036356685,0.006683631,0,0.024000435,0,0,0,0,0,0.039063214,0.139171918,0.262717966,0.24787382,0.109267716,0.084475055,0.040541574,0.039378141,0.037510597,0,0,0,0,0,0,0.01350336,0.02848108,0.077369872,0.150612526,0.272574377,0.172272249,0.013011059,0.090901515,0.101296931,0.054212508,0.00642727,0.019337253,0,0,0.00E+00,0.00E+00,6.81E-03,2.25E-02,8.37E-02,2.13E-01,2.74E-01,1.34E-01,6.56E-02,9.13E-02,5.90E-02,3.28E-02,2.14E-03,1.44E-02,0.00E+00,0.00E+00,0.844449011,11.7580531,5UTR
4125,ssr1049,0,0,0,0,0.103878605,0.280254869,0.338025244,0.09752762,0.118716027,0.019366149,0.009726843,0.020116508,0.012388133,0,0,0,0.001886308,0,0,0.035636817,0.098084217,0.370311574,0.278769395,0.068184722,0.02873235,0.079336287,0.036414695,0.002643635,0,0,0,0,0,0,0,0,0,0.0905401,0.490738607,0.248769724,0.005214363,0.051430656,0.032476924,0.004828093,0.061819631,0.014181903,0,0,6.29E-04,0.00E+00,0.00E+00,1.19E-02,6.73E-02,2.47E-01,3.69E-01,1.38E-01,5.09E-02,5.00E-02,2.62E-02,9.20E-03,2.47E-02,4.73E-03,0.00E+00,0.00E+00,0.67529208,14.23863617,mRNA
4126,ssr1049-5UTR(Kopf),0,0,0,0,0.155224978,0.340218365,0.346789314,0.040481876,0.067093957,0.006890163,0,0.030059939,0.013241409,0,0,0,0.007879007,0,0,0,0.045521389,0.257795254,0.353788003,0.184284886,0.036040084,0.079563842,0.035127534,0,0,0,0,0,0,0,0,0,0,0.098803782,0.561981662,0.171046464,0.017070849,0.02806239,0.035441124,0.015806272,0.033730984,0.038056471,0,0,2.63E-03,0.00E+00,0.00E+00,0.00E+00,6.69E-02,2.32E-01,4.21E-01,1.32E-01,4.01E-02,3.82E-02,2.35E-02,1.53E-02,1.57E-02,1.27E-02,0.00E+00,0.00E+00,0.64078794,4.602262067,5UTR
4127,ssr1155,0,0,0.020158821,0,0.075406702,0,0.476792523,0.103244819,0.217290372,0.060249067,0.017652075,0.02920562,0,0,0,0,0,0,0,0.065453604,0.093277563,0.297138642,0.056636293,0.17164404,0.212317274,0.030568822,0.017994897,0.017141473,0.037827392,0,0,0,0,0,0,0,0,0.102881752,0.035465247,0.178106137,0.097764819,0.306816523,0.092259752,0,0.070246354,0.079254384,0.037205032,0,0.00E+00,0.00E+00,6.72E-03,2.18E-02,5.62E-02,1.33E-01,1.90E-01,1.51E-01,1.76E-01,1.33E-01,4.26E-02,1.54E-02,3.60E-02,2.64E-02,1.24E-02,0.00E+00,0.416782278,4.014633083,mRNA
4128,ssr1169,0,0,0.002394159,0.014832701,0.116423645,0.389556396,0.294456179,0.071819434,0.038709685,0.035777355,0.031446688,0,0.004583758,0,0,0,0,0,0,0.047725943,0.128470839,0.353076653,0.267969962,0.111249268,0.008974643,0.046230004,0.005831601,0.016665096,0,0.013805992,0,0,0,0,0.000643449,0,0.051614572,0.188392155,0.515208652,0.164622775,0,0,0.05406133,0.00401844,0.021438629,0,0,0,0.00E+00,0.00E+00,1.01E-03,2.09E-02,9.88E-02,3.10E-01,3.59E-01,1.16E-01,1.59E-02,2.73E-02,3.04E-02,6.89E-03,8.67E-03,4.60E-03,0.00E+00,0.00E+00,0.681649068,17.78097109,mRNA
4129,ssr1169-5UTR(Kopf),0,0,0,0.021218104,0.230598609,0.330467231,0.194408348,0.08269103,0.099673218,0.040943461,0,0,0,0,0,0,0,0,0,0.086183035,0.122818959,0.347772175,0.119317192,0.16573658,0,0.071555728,0.031591942,0.030093665,0,0.024930723,0,0,0,0,0.004537243,0,0,0.442811948,0.30529097,0.219024057,0,0,0,0.028335783,0,0,0,0,0.00E+00,0.00E+00,1.51E-03,3.58E-02,1.18E-01,3.74E-01,2.06E-01,1.56E-01,3.32E-02,3.75E-02,1.05E-02,1.95E-02,0.00E+00,8.31E-03,0.00E+00,0.00E+00,0.567841166,3.29645839,5UTR
4130,ssr1175,0,0,0,0,0.359284575,0.081954024,0.078842639,0.189810523,0.196911313,0.063322974,0.01566671,0,0.011267881,0.00293936,0,0,0,0.00032914,0.006065155,0.283331809,0.001878021,0.028915399,0.04812055,0.052182993,0.343836938,0.122272002,0.064852348,0.039516359,0.002856018,0.000571822,0.004916592,0,0.000354854,0,0.059820268,0.072702765,0.069490621,0.036488472,0.159529054,0.029933205,0.100100066,0.236085756,0.133119535,0.042996653,0.047397109,0.005256097,0.007080401,0,1.18E-04,1.10E-04,2.20E-02,1.19E-01,1.44E-01,4.91E-02,9.55E-02,9.06E-02,2.14E-01,1.41E-01,7.12E-02,2.75E-02,2.05E-02,2.92E-03,4.00E-03,0.00E+00,0.569568694,4.146823287,mRNA
4131,ssr1238,0,0,0.005115347,0.021127643,0.095673115,0.24998754,0.175818588,0.04678323,0.065228169,0.025480564,0.060469934,0.037054965,0.061210195,0.021289873,0.028233397,0.10652744,0,0,0.003170511,0.031516313,0.102253571,0.215458974,0.278743158,0.099177194,0.026669237,0.03925087,0.027900185,0.041268623,0.033392557,0.041026173,0.032661803,0.027510831,0,0.000638816,0,0.021377441,0.116145167,0.169571014,0.248430653,0.164252022,0.007324419,0.032107867,0.055756689,0.045212265,0.048242057,0.021771348,0.020440603,0.04872964,0.00E+00,2.13E-04,2.76E-03,2.47E-02,1.05E-01,2.12E-01,2.34E-01,1.03E-01,3.31E-02,3.23E-02,4.80E-02,4.12E-02,4.76E-02,2.80E-02,2.71E-02,6.09E-02,0.751104566,16.73014446,mRNA
4132,ssr1256,0,0,0,0,0,0.071878532,0.467248571,0.194573401,0.040950168,0.037848117,0.049900193,0.137601018,0,0,0,0,0,0,0.013788082,0.045686584,0.065107693,0.161313154,0.173941262,0.10782671,0.103093811,0.213370231,0,0.047858958,0.039605251,0,0.028408263,0,0,0,0.030350494,0,0,0,0.367587041,0.131858478,0.112589347,0.185083129,0.063749713,0.037908704,0.040449065,0.03042403,0,0,0.00E+00,0.00E+00,1.47E-02,1.52E-02,2.17E-02,7.77E-02,3.36E-01,1.45E-01,8.55E-02,1.45E-01,3.79E-02,7.45E-02,2.67E-02,1.01E-02,9.47E-03,0.00E+00,0.604416552,3.361200583,mRNA
4133,ssr1375,0,0,0,0,0.168405761,0.191652069,0.223612321,0.148227827,0.072791177,0.022425704,0.009855593,0.040765564,0.075420401,0.046843584,0,0,0,0,0.00584267,0,0.193124701,0.234363761,0.281427605,0,0.043685777,0.144664271,0.074514363,0,0.022376852,0,0,0,0,0,0.009030817,0.133333621,0,0.0440681,0.212675271,0.185274539,0.015227755,0.08761399,0.205495162,0.028199422,0.045133709,0.033947615,0,0,0.00E+00,0.00E+00,4.96E-03,4.44E-02,1.21E-01,1.57E-01,2.39E-01,1.11E-01,4.39E-02,8.49E-02,9.66E-02,2.30E-02,4.76E-02,2.69E-02,0.00E+00,0.00E+00,0.506099967,4.5749696,mRNA
4134,ssr1375-3UTR(Kopf),0,0,0,0,0,0.272549859,0.233633223,0.105397958,0.088728758,0.123011086,0.018020203,0.119258778,0.039400135,0,0,0,0,0,0,0,0,0.12024642,0.330042854,0.187545009,0.134484742,0.04948251,0.065539767,0.020810495,0.091848204,0,0,0,0,0,0.024220361,0,0,0.118189236,0.448162221,0.029229435,0,0,0.254368365,0,0.040349055,0,0.085481327,0,0.00E+00,0.00E+00,8.07E-03,0.00E+00,0.00E+00,1.70E-01,3.37E-01,1.07E-01,7.44E-02,5.75E-02,1.13E-01,4.67E-02,5.72E-02,0.00E+00,2.85E-02,0.00E+00,0.621873327,2.0947593,3UTR
4135,ssr1386,0.001487918,0,0,0.012232703,0.177260217,0.252160964,0.254983552,0.030337488,0.025539466,0.044259008,0.018154118,0.009654511,0.011340838,0,0.03923248,0.123356737,0,0,0.002434215,0.048394383,0.264371823,0.211558318,0.201000643,0.122678049,0.053464498,0.035158118,0.023283529,0.019010817,0.018645607,0,0,0,0,0,0.003294912,0.024323519,0.099113564,0.321566691,0.263268745,0.151776913,0.011111754,0.041099323,0.072091655,0.010288616,0,0.002064309,0,0,4.96E-04,0.00E+00,1.91E-03,2.83E-02,1.80E-01,2.62E-01,2.40E-01,1.02E-01,3.00E-02,4.02E-02,3.78E-02,1.30E-02,1.00E-02,6.88E-04,1.31E-02,4.11E-02,0.716245614,21.93944777,mRNA
4136,ssr1398,0,0,0,0.031152071,0.112853696,0.342484629,0.123589952,0.066221242,0,0.16530942,0.013209051,0.087418283,0.057761655,0,0,0,0,0,0,0.087516333,0.041573011,0.323723028,0.242326184,0.084150307,0.032914084,0.054497049,0.072181543,0.061118461,0,0,0,0,0,0,0,0,0,0,0.271979029,0.206603114,0.12829904,0.026363493,0.049943278,0.23758977,0.079222275,0,0,0,0.00E+00,0.00E+00,0.00E+00,3.96E-02,5.15E-02,2.22E-01,2.13E-01,1.19E-01,5.37E-02,8.21E-02,4.51E-02,1.29E-01,4.57E-02,0.00E+00,0.00E+00,0.00E+00,0.542746289,4.635394798,mRNA
4137,ssr1399,0,0,0,0,0.188300845,0.238103799,0.309560191,0.073661837,0.054260377,0,0.044079644,0.036465214,0,0,0.055568093,0,0,0,0.011322073,0,0.213852523,0.075692667,0.294319926,0.078703838,0.070546167,0.155741151,0.027503964,0,0.028908285,0.043409406,0,0,0,0,0.007671593,0.113265645,0,0.14974173,0.283903122,0.166647136,0.012935833,0.127589576,0.08056901,0,0,0.057676354,0,0,0.00E+00,0.00E+00,6.33E-03,3.78E-02,1.34E-01,1.55E-01,2.96E-01,1.06E-01,4.59E-02,9.44E-02,5.07E-02,1.22E-02,9.64E-03,3.37E-02,1.85E-02,0.00E+00,0.526380149,5.5656503,mRNA
4138,ssr1407,0,0,0.00492114,0.02448858,0.221785155,0.392621942,0.157061589,0.04338032,0.012781829,0.035440746,0.036342628,0.025769751,0.04540632,0,0,0,0,0,0.004653683,0.133639167,0.058599515,0.134817669,0.291759836,0.129397774,0.063792117,0.05121112,0.033914659,0.026921854,0.071292605,0,0,0,0,0,0.012531728,0.030837018,0.083769862,0.081535552,0.477815868,0.080658381,0.007043663,0.063684069,0.058493948,0.013043763,0.04871251,0.041873639,0,0,0.00E+00,0.00E+00,7.37E-03,6.30E-02,1.21E-01,2.03E-01,3.09E-01,8.45E-02,2.79E-02,5.01E-02,4.29E-02,2.19E-02,5.51E-02,1.40E-02,0.00E+00,0.00E+00,0.83824002,9.147890995,mRNA
4139,ssr1407-5UTR(Kopf),0,0,0.008445612,0.069764917,0.379102979,0.223706207,0.19176382,0.024717027,0,0.033655424,0.04437241,0.024471604,0,0,0,0,0,0,0.006231983,0.165196576,0,0.083326684,0.343062729,0.129962321,0.116491697,0,0.090833664,0.064894347,0,0,0,0,0,0,0.010943408,0.080785844,0.219457632,0.213604258,0.257716712,0,0.018452766,0.015167046,0.076620296,0.034171638,0.018230784,0.054849616,0,0,0.00E+00,0.00E+00,8.54E-03,1.05E-01,2.00E-01,1.74E-01,2.64E-01,5.16E-02,4.50E-02,1.63E-02,7.06E-02,4.12E-02,6.08E-03,1.83E-02,0.00E+00,0.00E+00,0.568750569,3.052778733,5UTR
4140,ssr1425,0,0,0,0,0.126681494,0.288336578,0.234960082,0.084659572,0.060840457,0.047796928,0.022241304,0.053153489,0.013508147,0.011745867,0.056076082,0,0,0,0.003117962,0.010331317,0.147231019,0.255349394,0.307521434,0.067731526,0.052454424,0.028950234,0.019882433,0.029762057,0.032839098,0.044829102,0,0,0,0,0,0.016190355,0,0.181936544,0.43532906,0.129690927,0.0055472,0.018237838,0.042227719,0.02739346,0.040190105,0.010992455,0,0.092264335,0.00E+00,0.00E+00,1.04E-03,8.84E-03,9.13E-02,2.42E-01,3.26E-01,9.40E-02,3.96E-02,3.17E-02,2.81E-02,3.68E-02,2.88E-02,2.25E-02,1.87E-02,3.08E-02,0.583524335,18.13340977,mRNA
4141,ssr1425-3UTR(Kopf),0,0,0,0,0,0.204077482,0.288816436,0.062579626,0.064271096,0.122364581,0.035785807,0.099812646,0.03206705,0,0.090225276,0,0,0,0,0,0.098177329,0.121754472,0.316612381,0.049715544,0.073053306,0.026771821,0.180287432,0.058873552,0.014967828,0.059786335,0,0,0,0,0,0,0,0,0.303217063,0.179531163,0.049535347,0.103253313,0.027561469,0.036692688,0.065383107,0.009717874,0.027371646,0.197736331,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.27E-02,1.09E-01,3.03E-01,9.73E-02,6.23E-02,8.41E-02,8.12E-02,6.51E-02,3.75E-02,2.32E-02,3.92E-02,6.59E-02,0.431006296,3.790867605,3UTR
4142,ssr1480,0,0,0.008741227,0.024523077,0.243073468,0.250259027,0.266819107,0.074815797,0.045154973,0.026618003,0.024262549,0.012425137,0.008209912,0.002402495,0.00582592,0.006869307,0,0,0.001726513,0.01471056,0.087349735,0.399038795,0.263629414,0.082296827,0.041954835,0.028498934,0.036398838,0.013269757,0.007084689,0.014893965,0.009147138,0,0,0,0.002881393,0.040178294,0.1380373,0.303081167,0.292968383,0.109341783,0.016195339,0.019967368,0.038106587,0.007997663,0.022934069,0.000401163,0.007909492,0,0.00E+00,0.00E+00,4.45E-03,2.65E-02,1.56E-01,3.17E-01,2.74E-01,8.88E-02,3.44E-02,2.50E-02,3.29E-02,1.12E-02,1.27E-02,5.90E-03,7.63E-03,2.29E-03,0.891176676,130.0043467,mRNA
4143,ssr1480-3UTR(Kopf),0,0,0.002900442,0.01796931,0.065096892,0.246942344,0.29267799,0.114594308,0.087538192,0.049122114,0.035556815,0.04412196,0.002776533,0.015089407,0.025613694,0,0.001801506,0,0,0.012123954,0.031224902,0.412607661,0.328625156,0.061288832,0.032961739,0.050027957,0.032127134,0.007650869,0.016883755,0.012676535,0,0,0,0,0,0.023340617,0.190216858,0.185143394,0.333259085,0.103022772,0.013328416,0.03505646,0.011068554,0.024682143,0.047405084,0,0.033476617,0,6.01E-04,0.00E+00,9.67E-04,1.78E-02,9.55E-02,2.82E-01,3.18E-01,9.30E-02,4.46E-02,4.47E-02,2.63E-02,2.55E-02,2.24E-02,9.26E-03,1.97E-02,0.00E+00,0.781430728,14.07442774,3UTR
4144,ssr1480-5UTR(Kopf),0,0,0.004287721,0.010119625,0.169552822,0.279295793,0.235276644,0.086943139,0.044236284,0.054310329,0.026818169,0.014198739,0.029904553,0.002549332,0.029750838,0.012756011,0,0,0.000729563,0.010878271,0.072345296,0.302400229,0.281967156,0.101429088,0.051140217,0.040643867,0.038547052,0.015827122,0.037721067,0.032517221,0.013528383,0,0.000325469,0,0.001012032,0.011206455,0.086254414,0.217292282,0.378779331,0.146559969,0.022610963,0.040676232,0.034543008,0.0276513,0.018545551,0.00951079,0.005357673,0,1.08E-04,0.00E+00,2.01E-03,1.07E-02,1.09E-01,2.66E-01,2.99E-01,1.12E-01,3.93E-02,4.52E-02,3.33E-02,1.92E-02,2.87E-02,1.49E-02,1.62E-02,4.25E-03,0.914235246,79.65381157,5UTR
4145,ssr1528,0,0,0.001024304,0.016922517,0.030652353,0.372090954,0.317853618,0.065950302,0.035330872,0.085718043,0.021526374,0.008903927,0.007844363,0,0.036182372,0,0,0,0,0,0,0.356852304,0.312883041,0.072148307,0.099776755,0.048949337,0,0.041172524,0,0.068217732,0,0,0,0,0.008549209,0,0,0.041717975,0.632762208,0.030951876,0.014415668,0,0.089785953,0.053391129,0.042726756,0.085699226,0,0,0.00E+00,0.00E+00,3.19E-03,5.64E-03,1.02E-02,2.57E-01,4.21E-01,5.64E-02,4.98E-02,4.49E-02,3.71E-02,3.45E-02,1.69E-02,5.13E-02,1.21E-02,0.00E+00,0.448907331,6.886160975,mRNA
4146,ssr1528-3UTR(Kopf),0,0,0,0.019562125,0.259728052,0.161298913,0.361428659,0.051980018,0.057893323,0.036143715,0.0082947,0.01489022,0.009067942,0.019712334,0,0,0,0,0,0,0,0.20817152,0.502520244,0.155721512,0.041874283,0.082274897,0,0,0.009437544,0,0,0,0,0,0,0,0,0.29769112,0.258977025,0.282643948,0.032450259,0.048809999,0.067370619,0,0,0.012057029,0,0,0.00E+00,0.00E+00,0.00E+00,6.52E-03,8.66E-02,2.22E-01,3.74E-01,1.63E-01,4.41E-02,5.57E-02,2.52E-02,4.96E-03,6.17E-03,1.06E-02,0.00E+00,0.00E+00,0.700694589,5.90076736,3UTR
4147,ssr1552,0,0,0,0,0,0.245174611,0.381413842,0.059696227,0.103466133,0.062158448,0.033621221,0.034766757,0.059727574,0.019975187,0,0,0,0,0,0.037824279,0.053903167,0.343420504,0.274923079,0.049594763,0.010669021,0.047106901,0.072792141,0.064387057,0.021859664,0,0.023519423,0,0,0,0,0,0,0.181871627,0.297798971,0.179915026,0.051062242,0.045198508,0.106011319,0.065464124,0,0.023350632,0.049327551,0,0.00E+00,0.00E+00,0.00E+00,1.26E-02,1.80E-02,2.57E-01,3.18E-01,9.64E-02,5.51E-02,5.15E-02,7.08E-02,5.49E-02,2.72E-02,1.44E-02,2.43E-02,0.00E+00,0.690493461,9.545949083,mRNA
4148,ssr1562,0,0,0,0.003453192,0.087568448,0.38122442,0.276845295,0.088087117,0.083811402,0.037481871,0.00951741,0.00545078,0.012005347,0.003479708,0.011075009,0,0,0,0.001488934,0,0.081557119,0.350385379,0.285507672,0.10039617,0.07458972,0.028263892,0.034722903,0.027907991,0.003421483,0.006850379,0.004908358,0,0,0,0,0,0.082225564,0.203718947,0.410067905,0.138550025,0.021998496,0.037196064,0.043061709,0.006983619,0.023596763,0.016814331,0.015786577,0,0.00E+00,0.00E+00,4.96E-04,1.15E-03,8.38E-02,3.12E-01,3.24E-01,1.09E-01,6.01E-02,3.43E-02,2.91E-02,1.34E-02,1.30E-02,9.05E-03,1.06E-02,0.00E+00,0.932788013,53.7808538,mRNA
4149,ssr1562-3UTR(Kopf),0,0,0,0.010324294,0.102854168,0.255385961,0.302704349,0.092359351,0.082178761,0.094630674,0.030643831,0.015391276,0.010768013,0,0.002759322,0,0,0,0.002304937,0.012219794,0.100132572,0.317434546,0.234735152,0.115361678,0.060319242,0.053265477,0.057112165,0.030401994,0.01588983,0,0,0,0.000822614,0,0.002705602,0,0.10851554,0.178235797,0.320859508,0.145299349,0.026232553,0.065622127,0.059197736,0.014784788,0.054087617,0.001695098,0,0.022764284,2.74E-04,0.00E+00,1.67E-03,7.51E-03,1.04E-01,2.50E-01,2.86E-01,1.18E-01,5.62E-02,7.12E-02,4.90E-02,2.02E-02,2.69E-02,5.65E-04,9.20E-04,7.59E-03,0.892039194,33.01978027,3UTR
4150,ssr1562-5UTR(Kopf),0,0,0,0,0,0.507415905,0.199358225,0,0.041297382,0.057253544,0.033548863,0,0.036676327,0.039864393,0.084585361,0,0,0,0,0,0.143308844,0.270527334,0.348057193,0.070322331,0.028365033,0.031310013,0.027646819,0,0.009686145,0.029089915,0.041686373,0,0,0,0,0,0.091157192,0.177451694,0.412903492,0.109714152,0,0.012600021,0.063652296,0,0,0.068349462,0.064171691,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.82E-02,3.18E-01,3.20E-01,6.00E-02,2.32E-02,3.37E-02,4.16E-02,0.00E+00,1.55E-02,4.58E-02,6.35E-02,0.00E+00,0.71278467,4.262630317,5UTR
4151,ssr1600,0,0.000494047,0.000968694,0.004000944,0.092399904,0.215349195,0.226822442,0.093909061,0.102848534,0.08685463,0.0598007,0.030173542,0.019473521,0.020158328,0.04170318,0.005043278,0,0,0,0.005378666,0.093258801,0.240557019,0.210985934,0.153273156,0.053605966,0.073127128,0.071472198,0.023476746,0.028494357,0.018671058,0.008918654,0.018780315,0,0,0,0.002980644,0.097164325,0.102453822,0.30359665,0.170543573,0.035743385,0.057638562,0.086222095,0.044757834,0.05179299,0.012142266,0.021375162,0.013588692,0.00E+00,1.65E-04,3.23E-04,4.12E-03,9.43E-02,1.86E-01,2.47E-01,1.39E-01,6.41E-02,7.25E-02,7.25E-02,3.28E-02,3.33E-02,1.70E-02,2.40E-02,1.25E-02,0.927210507,102.3142732,mRNA
4152,ssr1604,0,0,0.002316771,0.01913767,0.099661123,0.282723363,0.282746427,0.087296221,0.089900265,0.061163585,0.029415874,0.019299776,0,0.008437021,0.017901903,0,0,0,0,0.012267007,0.055941255,0.252453747,0.298904536,0.154409849,0.058130198,0.035138265,0.033725189,0.024415564,0.041118705,0.021291337,0.012204348,0,0,0,0.005599248,0.020667234,0.078600593,0.163937482,0.295747642,0.117576019,0.012273881,0.048113815,0.10976881,0.05594907,0.029849182,0.008419222,0.015809216,0.037688585,0.00E+00,0.00E+00,2.64E-03,1.74E-02,7.81E-02,2.33E-01,2.92E-01,1.20E-01,5.34E-02,4.81E-02,5.76E-02,3.32E-02,2.37E-02,1.27E-02,1.53E-02,1.26E-02,0.790887692,38.74897158,mRNA
4153,ssr1604-3UTR(Kopf),0,0,0.002866527,0,0.032007812,0.331882154,0.249579549,0.067802347,0.095276731,0.071010099,0.038737568,0.040289868,0.032764974,0,0.037782371,0,0,0,0,0,0.136485698,0.22654607,0.297597946,0.114849808,0.035494222,0.061377627,0.0466994,0.047324084,0.012626978,0.014256381,0.006741785,0,0,0,0.001465677,0.010819845,0.146962481,0.143042698,0.295856813,0.148579015,0.018931107,0.032501752,0.090612959,0.041190218,0.039067095,0.014692286,0,0.016278053,0.00E+00,0.00E+00,1.44E-03,3.61E-03,1.05E-01,2.34E-01,2.81E-01,1.10E-01,4.99E-02,5.50E-02,5.87E-02,4.29E-02,2.82E-02,9.65E-03,1.48E-02,5.43E-03,0.795706846,12.46451788,3UTR
4154,ssr1604-5UTR(Kopf),0,0,0,0,0.141848376,0.143492239,0.275049227,0.036993327,0.163498923,0.113335183,0.066411024,0.018313005,0,0.013152136,0.027906562,0,0,0,0,0.01765731,0.050326667,0.285008352,0.256681806,0.14817321,0.089650141,0.032986002,0.038835628,0.009248453,0.071432429,0,0,0,0,0,0,0,0.075357854,0.146695819,0.366623565,0.136047792,0.012672704,0,0.039465074,0.129073272,0.037560766,0.056503153,0,0,0.00E+00,0.00E+00,0.00E+00,5.89E-03,8.92E-02,1.92E-01,2.99E-01,1.07E-01,8.86E-02,4.88E-02,4.82E-02,5.22E-02,3.63E-02,2.32E-02,9.30E-03,0.00E+00,0.69895861,4.946837083,5UTR
4155,ssr1736,0,0,0,0,0.113534926,0.287126669,0.18664756,0.116586715,0.032715986,0.075594224,0.059799536,0.098939221,0.029055163,0,0,0,0,0,0,0,0.013892908,0.344215666,0.21594878,0.168728572,0.109992595,0.066776876,0.058964146,0.010212312,0.011268143,0,0,0,0,0,0.002007211,0,0,0.078357465,0.357899334,0.23738811,0.010153674,0.116839792,0.070267469,0.025070689,0.033438427,0.040241491,0.028336337,0,0.00E+00,0.00E+00,6.69E-04,0.00E+00,4.25E-02,2.37E-01,2.53E-01,1.74E-01,5.10E-02,8.64E-02,6.30E-02,4.47E-02,2.46E-02,1.34E-02,9.45E-03,0.00E+00,0.761720105,8.92938745,mRNA
